TEMP                                 POR             JAN   FEB   MAR   APR   MAY   JUN   JUL   AUG   SEP   OCT   NOV   DEC   ANN
14737ALLENTOWN,PA                    194801-202012   9.3   9.7   5.9   0.6   0.0   0.0   0.0   0.0   0.0   0.1   1.2   5.8  32.6
14860ERIE,PA                         192601-202012  21.8  15.1  11.1   2.5   0.0   0.0   0.0   0.0   0.0   0.4   9.3  20.7  80.9
14711MIDDLETOWN/HARRISBURG,PA        194103-202012   9.1   9.2   6.5   0.3   0.0   0.0   0.0   0.0   0.0   0.1   1.1   5.6  31.9
13739PHILADELPHIA,PA                 194007-202012   6.8   7.2   3.7   0.3   0.0   0.0   0.0   0.0   0.0   0.1   0.5   3.6  22.2
94823PITTSBURGH,PA                   194801-202012  12.0  10.1   7.9   1.5   0.1   0.0   0.0   0.0   0.0   0.3   3.4   8.4  43.7
14777AVOCA,PA                        194901-202012  11.1  10.3   8.7   2.2   0.1   0.0   0.0   0.0   0.0   0.4   3.4   8.4  44.6
14778WILLIAMSPORT,PA                 194805-202012  10.4   9.8   7.7   1.1   0.0   0.0   0.0   0.0   0.0   0.1   2.7   8.0  39.8
14765PROVIDENCE,RI                   194801-202012  10.2  10.1   6.8   0.7   0.1   0.0   0.0   0.0   0.0   0.1   1.0   7.0  36.0
13782CHARLESTON,SC                   189301-198010   0.1   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.3
13883COLUMBIA,SC                     194801-202012   0.5   0.7   0.2   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.2   1.6
03870GREENVILLE-SPARTANBURG,SC       196211-202012   2.1   1.6   0.8   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.6   5.2
14929ABERDEEN,SD                     189301-202012   7.0   7.5   7.7   4.0   0.2   0.0   0.0   0.0   0.0   1.1   5.1   6.3  38.9
14936HURON,SD                        189301-202012   6.9   7.3   7.5   3.2   0.1   0.0   0.0   0.0   0.0   0.9   4.6   6.3  36.8
24090RAPID CITY,SD                   194805-202011   4.8   7.0   9.0   7.6   1.1   0.1   0.0   0.0   0.1   2.0   5.2   5.7  42.6
14944SIOUX FALLS,SD                  193201-202012   7.0   8.5   8.6   3.2   0.1   0.0   0.0   0.0   0.0   0.7   5.1   7.8  41.0
13877BRISTOL-JHNSN CTY-KNGSPRT,TN    193710-202012   4.5   3.9   1.8   0.3   0.0   0.0   0.0   0.0   0.0   0.0   0.7   2.4  13.6
13882CHATTANOOGA,TN                  193804-202012   1.5   1.2   0.6   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.4   3.8
13891KNOXVILLE,TN                    191001-202012   3.1   2.6   1.5   0.3   0.0   0.0   0.0   0.0   0.0   0.0   0.4   1.4   9.3
13893MEMPHIS,TN                      194001-202012   1.8   1.2   0.6   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.4   4.1
13897NASHVILLE,TN                    194801-202012   3.5   2.6   1.2   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.4   1.0   8.7
03841OAK RIDGE,TN                    194808-202011   2.8   2.6   1.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.2   1.3   8.0
13962ABILENE,TX                      194801-202012   1.4   1.2   0.4   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.6   0.9   4.6
23047AMARILLO,TX                     194801-202012   3.9   3.8   2.4   0.5   0.1   0.0   0.0   0.0   0.0   0.4   2.1   3.0  16.2
13958AUSTIN,TX                       193806-202012   0.4   0.3   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.7
12919BROWNSVILLE,TX                  189812-202012   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
12924CORPUS CHRISTI,TX               194801-202012   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.1
13960DALLAS,TX                       193908-202012   0.9   0.7   0.2   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.2   2.1
22010DEL RIO,TX                      195105-202012   0.5   0.1   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.7
23044EL PASO,TX                      193809-202012   1.1   0.7   0.3   0.3   0.0   0.0   0.0   0.0   0.0   0.0   0.9   1.6   4.9
12923GALVESTON,TX                    194608-202012   0.0   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1
12960HOUSTON,TX                      196906-202012   0.1   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.3
23042LUBBOCK,TX                      194701-202012   2.1   2.3   1.1   0.1   0.0   0.0   0.0   0.0   0.0   0.1   1.0   2.0   8.7
23023MIDLAND-ODESSA,TX               194802-202012   1.6   0.8   0.3   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.5   1.1   4.4
12917PORT ARTHUR,TX                  194710-202012   0.2   0.2   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.4
23034SAN ANGELO,TX                   190803-202012   1.2   0.5   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.3   0.2   2.3
12921SAN ANTONIO,TX                  194609-202012   0.3   0.2   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.5
12912VICTORIA,TX                     195303-202012   0.1   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.2
13959WACO,TX                         194101-202012   0.5   0.4   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.0   1.1
13966WICHITA FALLS,TX                189701-202012   1.5   1.3   0.6   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.3   0.8   4.5
24127SALT LAKE CITY,UT               194801-202012  13.0  10.1   9.0   4.8   0.6   0.0   0.0   0.0   0.1   1.3   6.6  12.7  58.2
14742BURLINGTON,VT                   194306-202012  19.7  17.4  14.0   3.8   0.1   0.0   0.0   0.0     T   0.3   6.4  18.5  80.2
13733LYNCHBURG,VA                    194408-202012   4.8   4.8   3.0   0.2   0.0   0.0   0.0   0.0   0.0   0.0   0.5   2.5  15.8
13737NORFOLK,VA                      194601-202012   3.0   2.6   0.9   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   1.0   7.5
13740RICHMOND,VA                     193903-202012   4.9   3.8   2.1   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.3   1.9  13.1
13741ROANOKE,VA                      194801-202012   5.7   6.1   3.1   0.3   0.0   0.0   0.0   0.0   0.0   0.0   0.9   3.7  19.8
93739WALLOPS ISLAND,VA               196610-202012   3.4   3.2   1.0   0.2   0.0   0.0   0.0   0.0   0.0   0.0   0.1   1.5   9.4
24227OLYMPIA,WA                      194106-202011   6.2   2.9   1.4   0.1   0.0   0.0   0.0   0.0   0.0   0.0   1.2   3.0  14.8
94240QUILLAYUTE,WA                   196608-202011   4.6   2.8   1.5   0.3   0.0   0.0   0.0   0.0   0.0   0.0   1.0   2.6  12.8
24233SEATTLE,WA                      194801-202012   4.3   2.0   1.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.8   2.4  10.6
24157SPOKANE,WA                      189301-202012  12.9   7.8   3.6   0.6   0.1   0.0   0.0   0.0   0.0   0.3   5.5  11.7  42.5
24160WALLA WALLA,WA                  194901-201905   5.2   2.8   0.9   0.0   0.0   0.0   0.0   0.0   0.0   0.1   1.5   4.4  14.9
24243YAKIMA,WA                       194609-201901   7.6   3.1   1.2   0.0   0.0   0.0   0.0   0.0   0.0   0.1   2.6   7.9  22.5
03872BECKLEY,WV                      196306-202012  16.7  15.9   8.6   2.0   0.0   0.0   0.0   0.0   0.0   0.8   3.2  11.4  58.6
13866CHARLESTON,WV                   194712-202012  10.5   8.5   5.1   0.7   0.0   0.0   0.0   0.0   0.0   0.3   1.9   5.0  32.0
13729ELKINS,WV                       192601-202012  16.7  14.2  10.7   3.3   0.0   0.0   0.0   0.0   0.0   0.5   5.1  12.5  63.0
03860HUNTINGTON,WV                   196102-202012   7.7   6.6   3.9   0.5   0.0   0.0   0.0   0.0   0.0   0.1   0.9   3.4  23.1
14898GREEN BAY,WI                    188609-202012  12.1  10.4   8.9   3.0   0.2   0.0   0.0   0.0   0.0   0.4   4.2  10.5  49.7
14920LA CROSSE,WI                    193812-202012  10.4   8.6   8.2   2.1   0.0   0.0   0.0   0.0   0.0   0.1   3.6   9.6  42.6
14837MADISON,WI                      193910-202011  11.3   9.0   7.6   2.1   0.1   0.0   0.0   0.0   0.0   0.3   3.4  10.9  44.7
14839MILWAUKEE,WI                    193811-202011  13.8  10.6   8.1   1.9   0.1   0.0   0.0   0.0   0.0   0.2   2.9  10.3  47.9
24089CASPER,WY                       194808-202012  10.0  10.6  12.7  11.9   3.7   0.1   0.0   0.0   1.3   6.2   9.7  10.8  77.0
24018CHEYENNE,WY                     191501-202012   5.9   7.4  11.1  10.4   3.4   0.2   0.0   0.0   0.7   4.4   7.2   7.1  57.8
24021LANDER,WY                       194801-202012   8.8  11.7  16.8  18.9   6.2   0.5   0.0   0.0   2.2   9.5  12.4  10.2  97.2
24029SHERIDAN,WY                     194801-200107  11.5  10.6  12.6  10.6   1.7   0.1   0.0   0.0   1.5   4.7   8.5  11.3  73.1
41415GUAM,PC                         195703-202012   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
40309KOROR,PC                        195107-201807   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
11641SAN JUAN,PR                     195601-202008   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
