POR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN,ID,CITY,STATE
189301-201308,3.0,1.6,0.4,T,0.0,0.0,0.0,0.0,0.0,0.1,0.2,1.7,7.0,24232,SALEM,OR
194801-200111,21.4,16.4,18.9,9.7,2.3,0.1,0.0,0.0,0.1,1.5,8.8,20.2,99.4,24235,SEXTON SUMMIT,OR
194801-202012,9.3,9.7,5.9,0.6,0.0,0.0,0.0,0.0,0.0,0.1,1.2,5.8,32.6,14737,ALLENTOWN,PA
192601-202012,21.8,15.1,11.1,2.5,0.0,0.0,0.0,0.0,0.0,0.4,9.3,20.7,80.9,14860,ERIE,PA
194103-202012,9.1,9.2,6.5,0.3,0.0,0.0,0.0,0.0,0.0,0.1,1.1,5.6,31.9,14711,MIDDLETOWN/HARRISBUR,
194007-202012,6.8,7.2,3.7,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.5,3.6,22.2,13739,PHILADELPHIA,PA
194801-202012,12.0,10.1,7.9,1.5,0.1,0.0,0.0,0.0,0.0,0.3,3.4,8.4,43.7,94823,PITTSBURGH,PA
194901-202012,11.1,10.3,8.7,2.2,0.1,0.0,0.0,0.0,0.0,0.4,3.4,8.4,44.6,14777,AVOCA,PA
194805-202012,10.4,9.8,7.7,1.1,0.0,0.0,0.0,0.0,0.0,0.1,2.7,8.0,39.8,14778,WILLIAMSPORT,PA
194801-202012,10.2,10.1,6.8,0.7,0.1,0.0,0.0,0.0,0.0,0.1,1.0,7.0,36.0,14765,PROVIDENCE,RI
189301-198010,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,13782,CHARLESTON,SC
194801-202012,0.5,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.6,13883,COLUMBIA,SC
196211-202012,2.1,1.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,5.2,03870,GREENVILLE-SPARTANBU,
189301-202012,7.0,7.5,7.7,4.0,0.2,0.0,0.0,0.0,0.0,1.1,5.1,6.3,38.9,14929,ABERDEEN,SD
189301-202012,6.9,7.3,7.5,3.2,0.1,0.0,0.0,0.0,0.0,0.9,4.6,6.3,36.8,14936,HURON,SD
194805-202011,4.8,7.0,9.0,7.6,1.1,0.1,0.0,0.0,0.1,2.0,5.2,5.7,42.6,24090,RAPID CITY,SD
193201-202012,7.0,8.5,8.6,3.2,0.1,0.0,0.0,0.0,0.0,0.7,5.1,7.8,41.0,14944,SIOUX FALLS,SD
193710-202012,4.5,3.9,1.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.4,13.6,13877,BRISTOL-JHNSN CTY-KN,
193804-202012,1.5,1.2,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.8,13882,CHATTANOOGA,TN
191001-202012,3.1,2.6,1.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.4,9.3,13891,KNOXVILLE,TN
194001-202012,1.8,1.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,4.1,13893,MEMPHIS,TN
194801-202012,3.5,2.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,8.7,13897,NASHVILLE,TN
194808-202011,2.8,2.6,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.3,8.0,03841,OAK RIDGE,TN
194801-202012,1.4,1.2,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.9,4.6,13962,ABILENE,TX
194801-202012,3.9,3.8,2.4,0.5,0.1,0.0,0.0,0.0,0.0,0.4,2.1,3.0,16.2,23047,AMARILLO,TX
193806-202012,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,13958,AUSTIN,TX
189812-202012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12919,BROWNSVILLE,TX
194801-202012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,12924,CORPUS CHRISTI,TX
193908-202012,0.9,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,2.1,13960,DALLAS,TX
195105-202012,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,22010,DEL RIO,TX
193809-202012,1.1,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.6,4.9,23044,EL PASO,TX
194608-202012,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,12923,GALVESTON,TX
196906-202012,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,12960,HOUSTON,TX
194701-202012,2.1,2.3,1.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,1.0,2.0,8.7,23042,LUBBOCK,TX
194802-202012,1.6,0.8,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.1,4.4,23023,MIDLAND-ODESSA,TX
194710-202012,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,12917,PORT ARTHUR,TX
190803-202012,1.2,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,2.3,23034,SAN ANGELO,TX
194609-202012,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,12921,SAN ANTONIO,TX
195303-202012,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,12912,VICTORIA,TX
194101-202012,0.5,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.1,13959,WACO,TX
189701-202012,1.5,1.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,4.5,13966,WICHITA FALLS,TX
194801-202012,13.0,10.1,9.0,4.8,0.6,0.0,0.0,0.0,0.1,1.3,6.6,12.7,58.2,24127,SALT LAKE CITY,UT
194306-202012,19.7,17.4,14.0,3.8,0.1,0.0,0.0,0.0,T,0.3,6.4,18.5,80.2,14742,BURLINGTON,VT
194408-202012,4.8,4.8,3.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5,15.8,13733,LYNCHBURG,VA
194601-202012,3.0,2.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,13737,NORFOLK,VA
193903-202012,4.9,3.8,2.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.9,13.1,13740,RICHMOND,VA
194801-202012,5.7,6.1,3.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9,3.7,19.8,13741,ROANOKE,VA
196610-202012,3.4,3.2,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.5,9.4,93739,WALLOPS ISLAND,VA
194106-202011,6.2,2.9,1.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3.0,14.8,24227,OLYMPIA,WA
196608-202011,4.6,2.8,1.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,12.8,94240,QUILLAYUTE,WA
194801-202012,4.3,2.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.4,10.6,24233,SEATTLE,WA
189301-202012,12.9,7.8,3.6,0.6,0.1,0.0,0.0,0.0,0.0,0.3,5.5,11.7,42.5,24157,SPOKANE,WA
194901-201905,5.2,2.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.5,4.4,14.9,24160,WALLA WALLA,WA
194609-201901,7.6,3.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.6,7.9,22.5,24243,YAKIMA,WA
196306-202012,16.7,15.9,8.6,2.0,0.0,0.0,0.0,0.0,0.0,0.8,3.2,11.4,58.6,03872,BECKLEY,WV
194712-202012,10.5,8.5,5.1,0.7,0.0,0.0,0.0,0.0,0.0,0.3,1.9,5.0,32.0,13866,CHARLESTON,WV
192601-202012,16.7,14.2,10.7,3.3,0.0,0.0,0.0,0.0,0.0,0.5,5.1,12.5,63.0,13729,ELKINS,WV
196102-202012,7.7,6.6,3.9,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.9,3.4,23.1,03860,HUNTINGTON,WV
188609-202012,12.1,10.4,8.9,3.0,0.2,0.0,0.0,0.0,0.0,0.4,4.2,10.5,49.7,14898,GREEN BAY,WI
193812-202012,10.4,8.6,8.2,2.1,0.0,0.0,0.0,0.0,0.0,0.1,3.6,9.6,42.6,14920,LA CROSSE,WI
193910-202011,11.3,9.0,7.6,2.1,0.1,0.0,0.0,0.0,0.0,0.3,3.4,10.9,44.7,14837,MADISON,WI
193811-202011,13.8,10.6,8.1,1.9,0.1,0.0,0.0,0.0,0.0,0.2,2.9,10.3,47.9,14839,MILWAUKEE,WI
194808-202012,10.0,10.6,12.7,11.9,3.7,0.1,0.0,0.0,1.3,6.2,9.7,10.8,77.0,24089,CASPER,WY
191501-202012,5.9,7.4,11.1,10.4,3.4,0.2,0.0,0.0,0.7,4.4,7.2,7.1,57.8,24018,CHEYENNE,WY
194801-202012,8.8,11.7,16.8,18.9,6.2,0.5,0.0,0.0,2.2,9.5,12.4,10.2,97.2,24021,LANDER,WY
194801-200107,11.5,10.6,12.6,10.6,1.7,0.1,0.0,0.0,1.5,4.7,8.5,11.3,73.1,24029,SHERIDAN,WY
195703-202012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41415,GUAM,PC
195107-201807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40309,KOROR,PC
195601-202008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11641,SAN JUAN,PR
