CityName,StateAbbreviation,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03
DERWOOD,MD,420700.0,420300,448400,446900,444000,416600,437200,424700,435600,432200,430000,435300,424100,450500,418100.0,408400.0,382200.0,398400.0,407700.0,429800.0,437000.0,465500.0,481800.0,511900.0,479800.0,487000.0
ROSELLE,IL,217200.0,218300,234200,224600,221300,213500,204600,208900,198700,206700,218300,232200,229900,239400,241400.0,254800.0,244900.0,249200.0,248100.0,236500.0,245800.0,241900.0,248000.0,224400.0,220400.0,231000.0
DANVILLE,KY,153000.0,151000,131400,137500,139900,143900,138200,145000,150900,165100,156100,156200,143400,138600,125700.0,120100.0,128100.0,144800.0,149600.0,143100.0,138700.0,140700.0,139700.0,146400.0,145200.0,146500.0
COOS BAY,OR,163900.0,162500,181300,178900,187600,182500,183300,180000,189200,189300,194600,195600,204700,201000,192700.0,193700.0,203200.0,222700.0,212600.0,210600.0,212800.0,217200.0,216700.0,198200.0,201700.0,200600.0
WASHINGTON,MI,282800.0,289000,282200,287600,288100,296400,303100,301800,301600,282100,278400,274000,279400,329100,346000.0,366600.0,332000.0,319900.0,303700.0,295500.0,303600.0,322900.0,337200.0,336800.0,345000.0,330500.0
MERCER ISLAND,WA,1355500.0,1369500,1434600,1404400,1401100,1454800,1470100,1491400,1387900,1405400,1468600,1496900,1439800,1324400,1337900.0,1383300.0,1491700.0,1512200.0,1582200.0,1554700.0,1458200.0,1389100.0,1288900.0,1203100.0,1239300.0,1328800.0
WALKER,MI,192000.0,187400,185800,187900,183400,196400,201000,203300,202600,201000,209400,206400,203900,197800,202000.0,204700.0,201900.0,198800.0,197800.0,203500.0,205900.0,207700.0,204000.0,214500.0,228800.0,245800.0
EL CERRITO,CA,891600.0,889500,959100,976100,989600,917200,927200,922100,900700,914400,913500,927600,894500,892500,855200.0,888700.0,895100.0,930700.0,930400.0,926800.0,922900.0,904200.0,901700.0,923700.0,938600.0,945800.0
ALLENDALE,MI,248600.0,242400,237600,235700,223600,227500,225100,229500,221400,223900,218900,212300,213000,215100,227400.0,233400.0,236700.0,240800.0,231800.0,233900.0,230700.0,237600.0,237100.0,243000.0,250900.0,265700.0
CARNEY,MD,233600.0,231000,225200,224600,217500,217400,223200,227600,219000,214700,207300,209000,216500,228300,243500.0,242200.0,242800.0,232400.0,232800.0,231800.0,233700.0,237000.0,226600.0,237400.0,236300.0,249800.0
WEST HEMPSTEAD,NY,415200.0,418400,419100,440300,463100,492200,494500,494000,478400,486400,495300,466200,481800,478500,513400.0,492800.0,510400.0,514900.0,487000.0,463100.0,439100.0,471800.0,473100.0,467700.0,472600.0,486500.0
ANDERSON,CA,218900.0,217000,213700,203900,204400,209200,210300,210600,210100,215000,220400,237200,248700,258700,242300.0,229200.0,220500.0,234700.0,249700.0,243400.0,247400.0,230500.0,224900.0,226600.0,228900.0,
UNIVERSITY PARK,TX,1520700.0,1556500,1451800,1599700,1503100,1393200,1290300,1197900,1167500,1181600,1252900,1187700,1196800,1182100,1240800.0,1263200.0,1427100.0,1528400.0,1594900.0,1372900.0,1219600.0,1073900.0,1179800.0,1312100.0,1412800.0,1367100.0
AGOURA HILLS,CA,832000.0,794300,794600,731600,792300,846600,875100,827400,817800,771100,815300,857900,959200,963600,918000.0,806700.0,763200.0,777700.0,814500.0,811000.0,807900.0,847000.0,841600.0,790500.0,740300.0,881000.0
KELSO,WA,216600.0,207700,198400,196400,207000,225800,225400,238400,236600,237400,217000,214700,215500,225000,225100.0,224700.0,229800.0,240300.0,249000.0,259200.0,246900.0,244800.0,244700.0,265700.0,259700.0,255500.0
SPRINGFIELD,PA,305900.0,307600,294500,296000,281400,282900,281800,296500,303300,303300,301500,292700,300600,304700,313700.0,315800.0,321800.0,324800.0,329800.0,322400.0,324000.0,309400.0,305300.0,305500.0,298500.0,312300.0
FRUIT COVE,FL,263500.0,275900,278500,274800,278100,280700,283200,273600,274600,276600,275100,278000,281200,280800,285300.0,296800.0,313500.0,318500.0,322200.0,330000.0,332800.0,332200.0,328500.0,341100.0,353500.0,349600.0
CARTERET,NJ,254200.0,243400,238500,247200,246900,243200,239800,247600,256800,260200,269000,271700,276500,262600,262000.0,262500.0,288400.0,282800.0,280000.0,268400.0,275400.0,289400.0,301500.0,321500.0,316800.0,310400.0
VININGS,GA,312300.0,315900,308500,293900,285600,275000,291300,304900,317400,302300,292300,285600,295400,295700,276600.0,294200.0,282200.0,316300.0,313300.0,347300.0,342900.0,321600.0,322100.0,321100.0,338400.0,321400.0
VILLAGE OF PALMETTO BAY,FL,508200.0,491700,511800,512800,534100,534600,536900,553000,560500,569100,515100,496600,493000,535100,528000.0,544100.0,551900.0,564000.0,543500.0,549100.0,560900.0,574000.0,538400.0,525900.0,506500.0,539300.0
PORT JEFFERSON STATION,NY,318600.0,328900,335100,338900,343400,338100,335900,320700,334400,355900,368500,361400,339100,343200,338700.0,352000.0,348700.0,352000.0,337400.0,350100.0,358200.0,369800.0,371400.0,378800.0,374500.0,388500.0
AZLE,TX,215700.0,192400,191300,186400,189000,197000,206500,222100,219000,219400,216700,212100,206700,205600,201500.0,202600.0,198700.0,209900.0,213100.0,216800.0,210200.0,215300.0,222200.0,235700.0,232300.0,
MAYWOOD,IL,146300.0,143300,136000,135400,144100,143400,129200,125000,145300,132200,139600,144500,144100,133000,128300.0,156200.0,164400.0,165200.0,157900.0,138000.0,139700.0,134600.0,166900.0,157600.0,157100.0,165900.0
EAGLE MOUNTAIN,UT,275200.0,280700,278500,278700,278400,285100,294200,297100,295300,296000,295000,300300,299400,302100,298700.0,295000.0,294300.0,300400.0,311100.0,318700.0,323300.0,324500.0,327500.0,329900.0,329200.0,322100.0
ELK RIVER,MN,250200.0,252200,251400,258400,256700,252800,245000,246500,249600,246600,244600,246000,246900,242800,257200.0,263700.0,268500.0,250400.0,240300.0,237800.0,245400.0,246200.0,255300.0,252500.0,244800.0,
ZIONSVILLE,IN,363000.0,360600,402600,392800,387800,379600,388300,400400,379800,376900,377200,396000,372100,368800,384400.0,416200.0,432800.0,401100.0,401300.0,403800.0,407800.0,405600.0,403100.0,422400.0,421800.0,420100.0
CORONADO,CA,1608400.0,1600500,1659000,1587900,1601900,1590600,1739500,1664300,1635400,1534700,1524800,1552400,1517400,1533000,1439000.0,1499100.0,1573400.0,1722000.0,1631200.0,1628900.0,1636800.0,1831900.0,1784600.0,1704700.0,1652200.0,1750800.0
HOMOSASSA,FL,166900.0,171800,170700,173800,172100,173100,172300,167500,165200,167400,170100,176000,175800,184400,183700.0,185200.0,185400.0,192200.0,199300.0,194000.0,193700.0,193200.0,200400.0,199700.0,198900.0,
IMPERIAL,MO,186600.0,198300,198300,217200,216600,212200,198500,191100,186300,195700,213800,212100,210200,201000,203300.0,200600.0,208800.0,211100.0,211200.0,196700.0,194300.0,200900.0,217900.0,229700.0,225300.0,236500.0
WALL TOWNSHIP,NJ,492000.0,444700,449300,452200,473100,455900,454600,439600,448000,472800,477800,466600,455300,461600,475200.0,503600.0,477000.0,492100.0,463600.0,510400.0,520300.0,539100.0,543300.0,517600.0,546100.0,533200.0
MORTON GROVE,IL,307700.0,316000,313000,312300,297500,293700,293800,302700,294900,298300,285900,285800,274400,285700,295500.0,298100.0,285900.0,281100.0,300700.0,295200.0,286800.0,259400.0,261000.0,281800.0,304600.0,329400.0
EASTON,MD,264100.0,289300,297800,315500,308500,284400,272600,265900,274700,284000,286500,277200,287400,290400,315500.0,301900.0,306600.0,304200.0,302900.0,283400.0,272200.0,273600.0,295200.0,317400.0,318400.0,329000.0
MIDDLEBOROUGH,MA,343400.0,346500,334200,299700,300200,299700,311000,305600,324600,318900,329800,333400,350800,341700,336300.0,312400.0,325100.0,324700.0,350300.0,350200.0,345600.0,338800.0,331100.0,322700.0,300700.0,316100.0
SAGINAW,TX,184000.0,185000,189400,194100,195300,196800,198000,201000,203900,203700,205700,207100,209600,204300,201100.0,202600.0,207900.0,212200.0,212500.0,211900.0,204600.0,210400.0,213600.0,225000.0,223400.0,227800.0
LOWER PAXTON TOWNSHIP,PA,212700.0,196600,205300,199600,205100,209100,213300,230800,233100,241500,221700,236400,225800,241700,228200.0,239400.0,226600.0,238800.0,232800.0,250100.0,241800.0,245300.0,229000.0,233600.0,234000.0,
WASHINGTON,IL,145500.0,152500,168700,159200,153800,125700,135800,143800,147500,140500,130400,138600,148000,161200,158700.0,168400.0,170600.0,175400.0,158000.0,165900.0,168300.0,197600.0,179900.0,173600.0,164700.0,167200.0
NORTH HAVEN,CT,285900.0,259600,252600,252400,266900,272000,269700,263700,261600,263800,270900,272800,282700,281100,267000.0,251900.0,264400.0,276800.0,276200.0,269900.0,276800.0,273100.0,270400.0,280600.0,299500.0,296400.0
SIMSBURY,CT,318900.0,300400,313300,303300,320600,310000,300300,301600,288600,300700,293600,282800,278200,301600,352100.0,350700.0,327000.0,303500.0,303200.0,317800.0,312100.0,317600.0,290000.0,270900.0,269100.0,
DAPHNE,AL,186800.0,187800,182700,187400,189700,195400,195800,189600,194000,187400,196700,189500,198100,197400,202900.0,201900.0,208000.0,212900.0,213300.0,205700.0,197300.0,196900.0,207500.0,208400.0,212600.0,216200.0
SOUTH PLAINFIELD,NJ,296100.0,295800,288200,281700,282500,294700,304000,311500,313300,311300,311300,324100,327700,333900,320600.0,316400.0,300500.0,312600.0,321700.0,343500.0,343500.0,352500.0,346400.0,347500.0,330800.0,339400.0
TULLAHOMA,TN,138900.0,142000,146700,142500,133300,128000,133500,139500,154200,153900,150600,138700,142100,147000,147700.0,143900.0,161700.0,154500.0,158600.0,146500.0,161700.0,160300.0,152500.0,157700.0,158800.0,177700.0
LEMONT,IL,313900.0,352500,355200,371500,370500,395100,379300,370100,345600,346500,349400,354500,325600,287800,298600.0,319500.0,345600.0,344700.0,352700.0,340000.0,308500.0,316200.0,328900.0,364900.0,382200.0,391600.0
CLEVELAND,GA,158100.0,160900,160700,158000,159000,153800,153500,161000,172700,172100,174900,174200,173800,171300,179000.0,182000.0,173200.0,164100.0,164100.0,177600.0,182400.0,187900.0,191300.0,183600.0,191700.0,197400.0
EPHRATA TOWNSHIP,PA,230100.0,222700,199400,195700,198800,191700,197700,206800,206900,210200,213900,232100,238300,239100,214300.0,206600.0,199600.0,214400.0,204700.0,202000.0,187300.0,194400.0,205100.0,216800.0,205100.0,193000.0
TOWN OF EAST FISHKILL,NY,349700.0,329700,290100,274200,301200,341100,346500,341300,333300,336600,338500,332000,368900,388600,395000.0,377900.0,356900.0,355800.0,346700.0,356300.0,355900.0,363300.0,351700.0,356300.0,365600.0,368600.0
MECHANICSVILLE,MD,270600.0,269500,275800,288700,299500,291800,273600,269200,267200,255500,248900,248900,268600,278200,280500.0,297000.0,298000.0,296100.0,284900.0,280800.0,282500.0,279800.0,284600.0,294700.0,302200.0,302100.0
MCHENRY,IL,157100.0,159900,165000,177300,171700,168100,168900,171700,172300,177400,177100,186100,185900,187200,183400.0,173200.0,175200.0,169300.0,174600.0,169200.0,170200.0,165300.0,174300.0,184700.0,194100.0,186800.0
SILVERDALE,WA,349400.0,374500,387500,378600,369600,346500,360600,367300,366700,364500,365600,391300,402000,400200,380700.0,371200.0,376700.0,373700.0,392300.0,422300.0,441700.0,430400.0,412100.0,437700.0,452800.0,
THE CROSSINGS,FL,254200.0,259900,261800,265800,263500,249600,259900,269100,281900,276200,274300,279300,277900,271700,273000.0,281900.0,298600.0,297200.0,297000.0,282900.0,294300.0,289700.0,290000.0,273800.0,272800.0,292000.0
MILLSBORO,DE,230600.0,233300,196700,209600,216900,227600,208100,205500,210400,218700,224400,222700,208400,198000,200800.0,235900.0,252100.0,247400.0,244000.0,237900.0,255800.0,229700.0,223900.0,211300.0,229900.0,243400.0
EASTON,MA,378100.0,392700,387800,333100,326700,353200,360800,376700,342600,357400,368000,413400,416000,381400,345000.0,339300.0,351700.0,381500.0,403300.0,408800.0,426600.0,381200.0,398000.0,396900.0,451500.0,
BRANSON,MO,116800.0,121900,124900,131400,134600,137500,129000,123200,116800,115500,115400,125100,130600,126400,125400.0,125900.0,141300.0,138100.0,131000.0,124700.0,133700.0,140900.0,135100.0,132100.0,143100.0,137700.0
CRANFORD,NJ,443600.0,448900,463100,462200,469100,446100,454100,455400,458500,474300,473800,481400,483300,472600,465100.0,451400.0,441100.0,438800.0,447600.0,455600.0,481400.0,471600.0,482500.0,480200.0,507900.0,511000.0
WESTFORD,MA,518800.0,549000,552300,538000,522700,513300,505800,503800,480400,487600,504100,520800,533200,500000,530400.0,487200.0,504300.0,505400.0,506700.0,479300.0,485900.0,536300.0,533800.0,544100.0,520900.0,
OTTAWA,IL,114500.0,113200,114200,109900,115700,110800,116000,124600,131200,140600,132800,140000,130400,132800,121000.0,118600.0,113300.0,123100.0,124800.0,126500.0,118400.0,126100.0,126000.0,144600.0,153500.0,151000.0
MINT HILL,NC,277000.0,259800,274800,267800,277200,260600,256600,257000,261900,275700,276600,269400,264500,268900,276500.0,268600.0,279700.0,294200.0,315100.0,300600.0,284000.0,282200.0,297700.0,309500.0,304000.0,301400.0
MEQUON,WI,399200.0,393400,403200,396700,387100,376600,373300,367800,360500,380700,367700,381100,379600,392800,416100.0,420800.0,445500.0,409100.0,425800.0,409600.0,423700.0,393500.0,409900.0,400700.0,429900.0,405600.0
WEXFORD,PA,337800.0,317000,315700,328700,354000,348700,331300,325000,332800,333400,347700,339600,356400,342200,344700.0,344800.0,358700.0,355100.0,344600.0,353100.0,370900.0,374500.0,353200.0,355000.0,360500.0,358500.0
HARVEST,AL,176800.0,168900,164600,160900,162500,160300,158800,164300,172800,180000,179900,182000,183100,183800,178200.0,181500.0,185800.0,191000.0,193100.0,187500.0,187800.0,186700.0,195000.0,195600.0,197700.0,199300.0
MAPLEWOOD,NJ,563600.0,538300,563200,562500,570700,551500,531400,532800,538500,553500,574100,539700,518400,504400,499100.0,523800.0,500000.0,547600.0,550200.0,559600.0,543500.0,560400.0,559600.0,563900.0,524900.0,577400.0
LEXINGTON PARK,MD,231400.0,223600,230400,233000,231700,202100,199700,210200,245500,260300,257600,233400,215600,208300,232900.0,228300.0,229500.0,229800.0,249600.0,271500.0,270000.0,279100.0,257600.0,257100.0,234200.0,261000.0
SEYMOUR,TN,183600.0,190400,178900,180200,170400,178600,182700,188300,184200,186900,188000,190500,190000,185800,184000.0,181200.0,179600.0,181300.0,189800.0,200200.0,210500.0,205600.0,199700.0,205600.0,201200.0,207400.0
WESTMONT,IL,256400.0,261100,256000,250700,253600,258400,252900,279900,281600,283700,258100,268700,272500,269000,269400.0,290500.0,304400.0,286300.0,250800.0,249800.0,276000.0,266000.0,256600.0,261400.0,292700.0,314800.0
MANSFIELD,MA,375100.0,355100,379000,364800,373700,374300,384300,395400,394500,399500,402900,408900,410800,404500,408700.0,418100.0,409400.0,396300.0,386500.0,381400.0,383800.0,370800.0,377500.0,397500.0,377900.0,413700.0
ROSEMONT,CA,294700.0,302300,314300,311700,312100,308000,302000,298600,299200,303900,307500,310200,315500,325200,324300.0,328000.0,318100.0,319500.0,319600.0,324400.0,322700.0,319700.0,323500.0,333800.0,,
KIHEI,HI,600600.0,583400,572300,590000,578200,600000,616800,637500,642900,689400,718100,711400,694300,677000,704900.0,694200.0,717700.0,674800.0,699400.0,675500.0,699000.0,607500.0,633800.0,706700.0,766500.0,725700.0
YARMOUTH,MA,311000.0,314200,320500,315600,317800,319500,328600,323300,329100,325400,328300,321100,320400,321300,323100.0,327800.0,327000.0,321700.0,315900.0,315000.0,321800.0,323800.0,326600.0,322000.0,326000.0,
KEENE,NH,187100.0,188400,170000,167100,166300,174000,174000,177000,170600,168100,161300,163500,170500,180600,185200.0,180700.0,172800.0,177900.0,182100.0,189500.0,184100.0,193600.0,187900.0,185200.0,190600.0,201900.0
WHITE BEAR LAKE,MN,241000.0,243000,241000,254400,251900,247100,238500,234500,235300,241700,253200,263900,258900,254500,250000.0,251400.0,246600.0,249500.0,257500.0,256900.0,253600.0,240500.0,255400.0,262600.0,264200.0,266600.0
HAYMARKET,VA,551000.0,536700,532800,519700,513100,486300,494700,501900,508900,503200,485000,484700,493400,495000,505200.0,488900.0,488400.0,481200.0,475200.0,495100.0,519400.0,551900.0,542800.0,536300.0,527400.0,561200.0
FOUNTAIN HILLS,AZ,301100.0,295500,321900,341800,342500,322900,326700,318700,316900,302200,318400,340300,355500,352400,367300.0,357300.0,344000.0,330300.0,338900.0,351600.0,332400.0,336300.0,338800.0,356200.0,372800.0,388000.0
ODESSA,FL,417100.0,392100,376200,369400,370600,382500,395300,405800,395100,409400,411200,424900,422800,418700,398900.0,375900.0,387700.0,387800.0,403000.0,393600.0,410900.0,454200.0,447300.0,445000.0,402500.0,
RIVERSIDE,OH,92400.0,91000,86300,86900,87700,88500,85300,95600,95700,104100,103300,104600,95600,85600,83300.0,77800.0,84700.0,92400.0,103900.0,103200.0,95000.0,95600.0,98100.0,102900.0,101200.0,97500.0
NORTH TUSTIN,CA,997300.0,957700,964100,912300,961000,966200,1054100,1019200,1031200,984200,1012100,1017700,1007400,1044800,1025900.0,1025300.0,982000.0,1011000.0,1039600.0,1108000.0,1080700.0,1143200.0,1085400.0,1134300.0,1110800.0,1110600.0
ROMULUS,MI,98300.0,101100,104200,102200,114200,108300,118500,107600,109100,108300,108400,105300,106600,110500,115800.0,111200.0,107100.0,104800.0,111300.0,111100.0,111700.0,114800.0,116100.0,121200.0,124500.0,131500.0
PEEKSKILL,NY,311300.0,316500,298500,303200,314200,329300,338900,340200,341300,343900,333800,329900,324500,314100,334500.0,328100.0,371300.0,358200.0,344600.0,327800.0,313900.0,327800.0,328800.0,332200.0,330300.0,298800.0
INDEPENDENCE,KY,187500.0,184700,182600,174500,173300,172700,175800,180300,187300,187600,199100,195700,192900,188800,191000.0,198700.0,189200.0,186500.0,177700.0,183500.0,186200.0,192500.0,196400.0,193600.0,194600.0,
LYNN HAVEN,FL,197100.0,198600,208300,220300,225400,220100,216500,211800,205900,202600,207800,202200,206200,204200,199100.0,191100.0,184300.0,195000.0,206300.0,214700.0,,,,,,
PORTLAND,TN,168400.0,171100,161700,163000,163500,165900,165900,161900,162100,164200,170900,174200,174500,174800,172000.0,178100.0,191400.0,195600.0,196800.0,188900.0,182500.0,177300.0,177400.0,194500.0,197300.0,203200.0
YOUNGSVILLE,LA,212700.0,219500,202900,206400,194700,192100,196900,204900,213000,200500,200000,182200,190300,184000,193500.0,198300.0,203600.0,214100.0,206900.0,205900.0,200600.0,206800.0,212900.0,206000.0,205900.0,264800.0
CROFTON,MD,307200.0,303700,304400,280300,290500,281700,285900,290400,304400,302900,316700,311400,318600,289900,303800.0,307400.0,305200.0,309800.0,306500.0,323200.0,320800.0,333300.0,346100.0,334600.0,347800.0,338600.0
MEDFORD TOWNSHIP,NJ,321500.0,326600,308500,293700,279800,304400,316300,335000,332200,340900,354100,351800,344100,312500,316400.0,309900.0,320400.0,322900.0,336500.0,346000.0,351800.0,348600.0,358000.0,349200.0,362600.0,340100.0
VERNON HILLS,IL,295600.0,291200,282500,255500,246000,261700,276100,276400,248700,268700,284500,302600,316300,288900,288200.0,270800.0,290000.0,292900.0,276200.0,286100.0,292100.0,334300.0,353300.0,355100.0,312400.0,279300.0
CALABASAS,CA,1337500.0,1275700,1178300,1062900,1088900,1066600,1109700,1084300,1157100,1163600,1383400,1275100,1226300,1090100,1197600.0,1342400.0,1292900.0,1356500.0,1256900.0,1163900.0,1071900.0,1013500.0,1225800.0,1212000.0,1367500.0,1278900.0
OOLTEWAH,TN,269500.0,269900,265600,258700,251900,258900,266600,253800,256300,248400,256200,245300,262800,279800,287600.0,267200.0,264400.0,263300.0,284200.0,282700.0,286000.0,268200.0,275100.0,273400.0,285300.0,
COLDWATER,MI,103000.0,99000,102200,114100,122900,123700,120100,110200,105000,113100,125700,117800,114400,118900,123800.0,134800.0,134000.0,132700.0,125800.0,119000.0,127700.0,132500.0,131900.0,128300.0,,
TOWN OF HALFMOON,NY,293900.0,290700,296000,288900,315000,302100,298300,297800,303200,313700,343600,328300,317900,292000,321300.0,347400.0,331400.0,333400.0,316700.0,323800.0,314800.0,320400.0,315000.0,299600.0,327200.0,336900.0
GRANITE BAY,CA,737400.0,757400,762700,783100,743000,743200,747800,762400,767300,764800,794100,806700,824700,825300,819800.0,808100.0,774400.0,782900.0,775000.0,842800.0,827200.0,817800.0,754700.0,763900.0,811800.0,
ACTON,MA,519600.0,545900,571500,556900,514300,491400,515400,551300,510900,495000,391000,437200,419400,487400,469800.0,465300.0,482200.0,501300.0,534900.0,515900.0,514700.0,496700.0,502500.0,505500.0,452900.0,
HOMER GLEN,IL,328000.0,324000,325800,313100,313200,309600,347700,372700,383400,364700,356300,382300,363200,365000,337000.0,345100.0,341600.0,344200.0,344300.0,320700.0,329700.0,337800.0,368200.0,359000.0,354000.0,357100.0
HERRIMAN,UT,357800.0,349800,349200,333800,330300,326600,328300,331600,334500,340500,347700,369600,369900,376200,369200.0,386300.0,400400.0,406200.0,392600.0,385700.0,388700.0,391800.0,392300.0,371300.0,363100.0,380000.0
CHAMPLIN,MN,254700.0,248400,235600,237000,232700,247000,248400,250300,248700,248900,255100,259500,266500,273900,270700.0,267400.0,258600.0,266400.0,269000.0,270500.0,271800.0,271000.0,267500.0,265000.0,260700.0,268900.0
SMITHFIELD,NC,174500.0,173800,174500,163600,154200,153700,146700,159400,170100,180400,160500,163500,154700,187300,185100.0,189000.0,176300.0,181200.0,186600.0,177400.0,162900.0,164300.0,171800.0,168800.0,178100.0,188800.0
MASSAPEQUA PARK,NY,464800.0,467300,496000,511500,496100,495400,490700,505600,499000,507300,496800,492200,494300,522000,519100.0,536500.0,505900.0,517200.0,503800.0,510800.0,500500.0,491000.0,499900.0,509700.0,514700.0,
PORT HUENEME,CA,367200.0,381300,391100,400800,379000,373200,364100,385600,391400,406400,384100,401700,383600,410100,386100.0,389300.0,375200.0,384300.0,380400.0,379600.0,403000.0,399700.0,389900.0,378200.0,403400.0,438200.0
HIGHLAND,IN,162600.0,156300,154800,159900,164400,164500,162800,165300,164900,169100,163600,164500,169700,175200,174600.0,181300.0,172300.0,176000.0,168000.0,178400.0,184700.0,179400.0,186100.0,170600.0,178100.0,175100.0
ROSEMOUNT,MN,267600.0,267400,269000,266300,276200,270100,272100,273900,297500,325800,326700,312200,294700,301000,299800.0,303000.0,295900.0,310400.0,315500.0,334400.0,351600.0,352100.0,327900.0,315800.0,324500.0,343100.0
SOLON,OH,254600.0,272200,302100,292400,296400,296800,289500,282600,276300,272300,269400,251600,251000,282400,310600.0,317500.0,294500.0,295200.0,290100.0,280900.0,285700.0,270000.0,256900.0,226700.0,263100.0,298000.0
TRUSSVILLE,AL,230900.0,226900,239400,233700,235100,238400,243300,252900,252100,248200,243700,249500,250800,255700,251400.0,253600.0,243900.0,251300.0,255900.0,272600.0,268900.0,269900.0,256500.0,245900.0,246100.0,
WATAUGA,TX,173900.0,174300,174800,179400,181600,181000,181000,181900,183400,182100,179900,183600,184900,187700,186400.0,186300.0,184600.0,186100.0,186800.0,189700.0,187000.0,190900.0,189800.0,191300.0,193500.0,196400.0
DIXON,CA,405800.0,405700,418400,430400,433000,448100,448500,459400,459000,453900,426100,424700,443600,459400,457700.0,432900.0,438900.0,431100.0,445500.0,430600.0,438300.0,440100.0,455500.0,469800.0,469500.0,454100.0
GRAYSON,GA,241600.0,246400,254700,260200,248400,245600,244600,261000,259500,265000,257000,259700,272900,279200,270800.0,258300.0,260300.0,263700.0,264100.0,274600.0,275200.0,275700.0,263000.0,275100.0,280600.0,
MUNSTER,IN,225600.0,235800,228100,229200,229300,229100,228500,233900,236600,219200,207000,205000,222300,222100,231400.0,222200.0,226100.0,221800.0,231200.0,228200.0,230800.0,230100.0,227400.0,232500.0,232700.0,241700.0
VERSAILLES,KY,205300.0,208300,232000,212700,215300,216000,212400,217000,198200,204400,183400,197600,227800,224500,,,,,,,,,,,,
WILMINGTON,MA,445100.0,463700,482700,468800,498500,503000,518000,466900,452300,442800,454500,470000,518300,551600,565800.0,539700.0,543000.0,531100.0,539300.0,546500.0,541000.0,513400.0,468200.0,461000.0,460100.0,448400.0
BURLINGTON,KY,172400.0,176200,179400,189300,189400,186400,178200,180300,185900,191200,194500,184700,192600,185200,190300.0,183900.0,191700.0,196100.0,191000.0,186600.0,190600.0,200200.0,204300.0,201400.0,184600.0,184800.0
AUBURN,ME,145200.0,154900,167100,156300,144600,151200,149700,159000,154200,155100,158400,171300,182700,183600,163600.0,147700.0,143500.0,154500.0,149500.0,157000.0,158600.0,186500.0,175700.0,173200.0,163900.0,165800.0
CASTAIC,CA,572800.0,582300,545300,553300,558900,544700,539400,534700,556300,553800,520500,528700,535900,565000,575800.0,574700.0,564100.0,539600.0,540300.0,561100.0,566800.0,553500.0,561400.0,581500.0,608200.0,610400.0
GREATER LANDOVER,MD,200600.0,199200,197700,193600,194900,192900,199300,187100,193500,191900,215800,216400,223100,232700,234600.0,227400.0,211300.0,208400.0,218100.0,211400.0,221400.0,219100.0,235800.0,226400.0,208900.0,195400.0
WESTCHASE,FL,319800.0,316500,307600,322700,322800,323700,327200,351200,353600,352100,332900,350000,357300,364500,352600.0,332100.0,334300.0,328200.0,339900.0,344100.0,371900.0,370100.0,363300.0,353900.0,360800.0,
CANDLER-MCAFEE,GA,150000.0,154400,150700,151600,141800,143900,138200,140900,136900,142600,145800,156900,156400,153900,146000.0,155500.0,150400.0,156600.0,153900.0,167800.0,176600.0,183400.0,194200.0,191300.0,194900.0,185500.0
OLNEY,MD,421800.0,439700,445200,423400,414500,407200,438900,457100,475100,472100,467700,445100,468300,462100,479500.0,465100.0,471400.0,475100.0,463900.0,457000.0,416100.0,411200.0,410200.0,451800.0,467400.0,456000.0
MUSTANG,OK,167900.0,166400,175900,179300,177000,161800,164900,163300,173700,177400,181000,170300,172300,170900,176000.0,182100.0,187900.0,188700.0,180300.0,191600.0,203800.0,203400.0,188900.0,181900.0,185400.0,182900.0
MARSHFIELD,MA,420600.0,399800,437300,435500,437200,422200,411800,431000,439000,447200,449600,470200,463900,449300,408400.0,426100.0,423600.0,456100.0,428400.0,453100.0,447300.0,453200.0,442400.0,438500.0,445300.0,
ORANGE CITY,FL,151000.0,150800,152800,147100,155000,155300,162200,159900,162600,164700,165900,167900,166500,165800,164800.0,163000.0,162300.0,163900.0,161100.0,158200.0,153600.0,158000.0,164600.0,171500.0,171600.0,165900.0
CHOWCHILLA,CA,217300.0,214800,223900,204400,203100,194200,205000,203900,217600,212700,220500,230500,230100,213000,209000.0,226600.0,255000.0,261200.0,252300.0,235200.0,250000.0,274300.0,270300.0,215900.0,195200.0,199500.0
ANTHEM,AZ,273400.0,282600,282100,279400,266700,265100,274800,287100,299800,288900,289300,287300,293900,297500,294800.0,294200.0,292600.0,292900.0,302400.0,308000.0,317000.0,316800.0,311600.0,318800.0,328100.0,334100.0
EDGEWOOD,MD,136200.0,122600,124700,143500,161600,158300,136000,133500,132300,134100,143900,153300,163900,149100,140800.0,138900.0,149200.0,148100.0,131500.0,129600.0,145900.0,158200.0,167700.0,158200.0,165100.0,158800.0
SYCAMORE,IL,168600.0,193100,196000,206100,184500,188700,179600,194400,194400,187700,176800,167300,183300,183800,185500.0,184700.0,186500.0,181600.0,191000.0,190200.0,200500.0,181400.0,191800.0,183200.0,179300.0,183000.0
MOORESVILLE,IN,157700.0,165400,167200,170500,173000,172600,170800,171100,171500,178700,178200,182000,170300,183700,175100.0,175600.0,160600.0,164300.0,168600.0,174600.0,185400.0,192000.0,194600.0,202400.0,195500.0,190100.0
