RegionID,CityName,StateName,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06
395057,SAN FRANCISCO,CA,32.0,26.0,25.0,25.0,26.0,27.0,27.0,27.0,26.0,26.0,27.0,28.0,31.0,26.0,26.0,27.0,28.0,27.0,28.0,27.0,29.0,28.0,27.0,30.0,34.0,27.0,26.0,31.0,31.0,29.0,29.0,29.0,30.0,30.0,28.0,32.0,31.0,28.0,28.0,28.0,28.0,28.0,28.0,27.0,28.0,28.0,28.0,28.0,30.0,25.0,25.0,26.0,25.0,26.0,26.0,26.0,26.0,25.0,26.0,27.0,29.0,25.0,24.0,24.0,24.0,24.0,25.0,24.0,24.0,24.0,24.0,26.0,28.0,23.0,23.0,23.0,24.0,24.0
395025,RIVERSIDE,CA,38.0,33.0,33.0,34.0,35.0,35.0,35.0,34.0,34.0,34.0,34.0,34.0,35.0,33.0,32.0,33.0,34.0,36.0,36.0,36.0,37.0,36.0,35.0,37.0,38.0,34.0,34.0,37.0,37.0,36.0,37.0,38.0,39.0,40.0,39.0,39.0,40.0,37.0,36.0,36.0,35.0,35.0,36.0,35.0,35.0,34.0,34.0,35.0,37.0,33.0,31.0,31.0,31.0,31.0,32.0,30.0,31.0,30.0,30.0,30.0,33.0,30.0,31.0,31.0,31.0,32.0,32.0,31.0,31.0,31.0,31.0,31.0,32.0,30.0,30.0,31.0,31.0,31.0
394532,DETROIT,MI,38.0,34.0,34.0,34.0,35.0,37.0,37.0,36.0,36.0,35.0,35.0,35.0,38.0,35.0,34.0,34.0,35.0,33.0,36.0,35.0,36.0,35.0,34.0,35.0,36.0,32.0,33.0,38.0,41.0,36.0,37.0,39.0,39.0,40.0,39.0,39.0,30.0,32.0,35.0,35.0,34.0,35.0,34.0,34.0,34.0,34.0,33.0,34.0,36.0,31.0,31.0,30.0,30.0,30.0,31.0,30.0,30.0,29.0,29.0,29.0,31.0,27.0,28.0,29.0,28.0,29.0,30.0,28.0,29.0,29.0,29.0,29.0,31.0,28.0,27.0,28.0,27.0,28.0
395078,SEATTLE,WA,35.0,30.0,28.0,28.0,28.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,33.0,31.0,30.0,30.0,30.0,31.0,32.0,33.0,34.0,34.0,34.0,34.0,36.0,32.0,30.0,33.0,33.0,33.0,33.0,33.0,34.0,33.0,33.0,33.0,34.0,31.0,29.0,30.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,33.0,27.0,26.0,27.0,27.0,29.0,29.0,29.0,30.0,30.0,29.0,30.0,32.0,29.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,28.0,29.0,30.0,32.0,28.0,27.0,27.0,27.0,28.0
394865,MINNEAPOLIS,MN,33.0,30.0,31.0,33.0,33.0,33.0,33.0,31.0,30.0,29.0,29.0,28.0,31.0,27.0,30.0,32.0,32.0,33.0,31.0,31.0,30.0,28.0,29.0,29.0,33.0,29.0,30.0,33.0,34.0,32.0,32.0,32.0,33.0,33.0,33.0,32.0,31.0,31.0,32.0,34.0,34.0,37.0,35.0,35.0,33.0,32.0,31.0,31.0,34.0,30.0,30.0,32.0,33.0,34.0,32.0,31.0,31.0,29.0,28.0,28.0,30.0,28.0,28.0,29.0,30.0,32.0,31.0,30.0,30.0,28.0,27.0,26.0,29.0,27.0,27.0,29.0,30.0,30.0
395056,SAN DIEGO,CA,36.0,33.0,31.0,31.0,33.0,33.0,25.0,25.0,35.0,35.0,35.0,31.0,34.0,31.0,30.0,32.0,32.0,33.0,33.0,32.0,35.0,34.0,35.0,35.0,37.0,32.0,31.0,20.0,28.0,31.0,32.0,32.0,33.0,33.0,33.0,33.0,34.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,30.0,29.0,30.0,30.0,26.0,26.0,26.0,26.0,27.0,27.0,26.0,27.0,28.0,27.0,27.0,29.0,26.0,27.0,27.0,26.0,27.0,26.0,26.0,26.0,26.0,27.0,27.0,29.0,26.0,26.0,26.0,26.0,26.0
395148,TAMPA,FL,36.0,35.0,35.0,37.0,39.0,40.0,39.0,38.0,37.0,37.0,37.0,36.0,38.0,35.0,36.0,37.0,38.0,40.0,38.0,38.0,35.0,25.0,33.0,35.0,37.0,34.0,35.0,39.0,38.0,38.0,38.0,38.0,39.0,38.0,38.0,37.0,38.0,35.0,35.0,36.0,36.0,36.0,36.0,35.0,35.0,34.0,34.0,35.0,36.0,33.0,33.0,33.0,33.0,34.0,33.0,32.0,33.0,36.0,33.0,32.0,34.0,31.0,33.0,34.0,34.0,35.0,35.0,33.0,35.0,32.0,33.0,33.0,34.0,33.0,33.0,35.0,35.0,35.0
394530,DENVER,CO,34.0,31.0,30.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,34.0,31.0,31.0,32.0,32.0,32.0,33.0,32.0,33.0,33.0,32.0,33.0,35.0,32.0,32.0,33.0,34.0,33.0,33.0,33.0,34.0,33.0,33.0,33.0,33.0,27.0,29.0,30.0,29.0,29.0,29.0,29.0,30.0,29.0,30.0,30.0,32.0,27.0,26.0,26.0,26.0,27.0,29.0,29.0,29.0,29.0,29.0,29.0,32.0,28.0,28.0,28.0,28.0,28.0,29.0,28.0,28.0,29.0,28.0,28.0,31.0,28.0,28.0,28.0,28.0,29.0
394358,BALTIMORE,MD,41.0,35.0,30.0,33.0,31.0,35.0,39.0,39.0,40.0,39.0,39.0,37.0,40.0,36.0,37.0,37.0,39.0,41.0,41.0,39.0,40.0,39.0,40.0,40.0,43.0,40.0,38.0,41.0,42.0,42.0,40.0,41.0,37.0,31.0,39.0,41.0,42.0,39.0,38.0,37.0,37.0,38.0,37.0,37.0,37.0,37.0,36.0,36.0,38.0,35.0,33.0,33.0,32.0,33.0,33.0,33.0,33.0,33.0,34.0,33.0,36.0,32.0,31.0,32.0,32.0,33.0,32.0,31.0,31.0,31.0,32.0,31.0,35.0,32.0,30.0,31.0,31.0,32.0
395121,ST. LOUIS,MO,37.0,34.0,34.0,33.0,35.0,35.0,34.0,34.0,33.0,33.0,34.0,33.0,36.0,34.0,36.0,36.0,38.0,38.0,37.0,37.0,37.0,37.0,36.0,37.0,38.0,35.0,36.0,39.0,40.0,38.0,38.0,39.0,39.0,38.0,38.0,39.0,40.0,35.0,37.0,37.0,37.0,39.0,38.0,37.0,37.0,36.0,35.0,35.0,37.0,35.0,34.0,34.0,34.0,36.0,34.0,34.0,34.0,33.0,33.0,33.0,35.0,32.0,32.0,33.0,34.0,34.0,33.0,32.0,32.0,32.0,32.0,32.0,35.0,33.0,31.0,32.0,33.0,34.0
394943,ORLANDO,FL,39.0,35.0,37.0,38.0,41.0,40.0,40.0,39.0,38.0,39.0,39.0,36.0,40.0,36.0,36.0,37.0,39.0,40.0,38.0,38.0,36.0,23.0,34.0,36.0,39.0,35.0,36.0,39.0,40.0,39.0,38.0,39.0,39.0,39.0,38.0,38.0,38.0,36.0,36.0,37.0,37.0,37.0,36.0,36.0,36.0,36.0,35.0,35.0,37.0,33.0,33.0,34.0,34.0,35.0,33.0,33.0,32.0,36.0,34.0,33.0,35.0,32.0,34.0,34.0,35.0,35.0,35.0,33.0,34.0,33.0,33.0,33.0,35.0,33.0,33.0,35.0,35.0,35.0
394458,CHARLOTTE,NC,40.0,36.0,34.0,36.0,37.0,38.0,37.0,36.0,37.0,37.0,36.0,36.0,40.0,37.0,36.0,36.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,41.0,37.0,37.0,40.0,40.0,39.0,40.0,40.0,39.0,39.0,39.0,40.0,38.0,32.0,36.0,37.0,36.0,37.0,36.0,36.0,36.0,36.0,35.0,35.0,38.0,35.0,33.0,33.0,34.0,35.0,35.0,34.0,34.0,34.0,35.0,35.0,38.0,37.0,34.0,33.0,33.0,35.0,35.0,34.0,33.0,33.0,33.0,33.0,36.0,33.0,32.0,33.0,33.0,34.0
395055,SAN ANTONIO,TX,25.0,23.0,22.0,22.0,23.0,24.0,24.0,23.0,24.0,24.0,25.0,24.0,25.0,23.0,23.0,24.0,23.0,24.0,22.0,22.0,23.0,24.0,24.0,24.0,24.0,22.0,23.0,25.0,26.0,26.0,26.0,26.0,27.0,27.0,27.0,26.0,27.0,31.0,35.0,31.0,34.0,34.0,34.0,34.0,34.0,33.0,33.0,34.0,34.0,32.0,31.0,30.0,31.0,31.0,31.0,30.0,29.0,30.0,29.0,29.0,29.0,29.0,29.0,30.0,30.0,31.0,31.0,29.0,29.0,29.0,29.0,29.0,30.0,28.0,29.0,31.0,31.0,31.0
394998,PORTLAND,OR,38.0,34.0,33.0,32.0,33.0,34.0,34.0,33.0,34.0,33.0,33.0,34.0,36.0,33.0,33.0,33.0,33.0,34.0,35.0,34.0,35.0,35.0,35.0,36.0,37.0,34.0,34.0,36.0,36.0,35.0,35.0,36.0,37.0,37.0,36.0,37.0,37.0,34.0,33.0,33.0,32.0,33.0,32.0,33.0,33.0,32.0,32.0,33.0,35.0,31.0,29.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,32.0,30.0,29.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,33.0,30.0,29.0,29.0,29.0,30.0
395045,SACRAMENTO,CA,33.0,30.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,32.0,29.0,30.0,29.0,31.0,31.0,32.0,31.0,32.0,32.0,32.0,33.0,35.0,30.0,30.0,33.0,32.0,32.0,32.0,33.0,34.0,33.0,33.0,34.0,34.0,31.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,31.0,32.0,27.0,24.0,26.0,26.0,26.0,27.0,26.0,26.0,27.0,27.0,28.0,29.0,27.0,27.0,27.0,27.0,26.0,27.0,26.0,26.0,27.0,26.0,27.0,29.0,25.0,25.0,25.0,25.0,25.0
394982,PITTSBURGH,PA,43.0,39.0,40.0,40.0,42.0,39.0,42.0,42.0,40.0,40.0,40.0,39.0,42.0,40.0,38.0,39.0,40.0,43.0,41.0,42.0,44.0,44.0,43.0,43.0,47.0,43.0,42.0,47.0,,45.0,43.0,45.0,43.0,45.0,46.0,46.0,47.0,45.0,44.0,44.0,44.0,46.0,45.0,44.0,44.0,43.0,43.0,42.0,45.0,43.0,41.0,41.0,42.0,42.0,43.0,41.0,41.0,40.0,40.0,39.0,42.0,39.0,38.0,39.0,40.0,42.0,40.0,39.0,40.0,39.0,39.0,39.0,42.0,40.0,39.0,40.0,41.0,42.0
394466,CINCINNATI,OH,39.0,37.0,35.0,37.0,38.0,39.0,38.0,37.0,37.0,36.0,35.0,36.0,37.0,35.0,35.0,37.0,37.0,38.0,38.0,38.0,37.0,38.0,36.0,37.0,40.0,36.0,36.0,40.0,40.0,40.0,39.0,39.0,40.0,40.0,38.0,39.0,40.0,37.0,35.0,37.0,37.0,38.0,37.0,37.0,37.0,36.0,36.0,36.0,38.0,34.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0,34.0,32.0,32.0,32.0,31.0,32.0,31.0,31.0,30.0,31.0,32.0,32.0,33.0,31.0,30.0,33.0,31.0,32.0
394355,AUSTIN,TX,33.0,31.0,31.0,31.0,32.0,32.0,32.0,31.0,32.0,32.0,32.0,31.0,33.0,31.0,30.0,32.0,32.0,32.0,32.0,31.0,31.0,32.0,32.0,32.0,35.0,32.0,32.0,34.0,35.0,33.0,33.0,34.0,33.0,33.0,33.0,33.0,29.0,30.0,32.0,28.0,27.0,28.0,27.0,27.0,27.0,27.0,27.0,28.0,28.0,27.0,25.0,25.0,25.0,25.0,25.0,24.0,24.0,26.0,24.0,23.0,25.0,24.0,23.0,23.0,24.0,24.0,24.0,24.0,23.0,23.0,24.0,22.0,24.0,24.0,23.0,23.0,23.0,23.0
394775,LAS VEGAS,NV,27.0,23.0,26.0,13.0,29.0,34.0,32.0,35.0,33.0,32.0,33.0,33.0,35.0,31.0,31.0,33.0,34.0,33.0,34.0,34.0,34.0,34.0,34.0,35.0,36.0,33.0,33.0,35.0,34.0,36.0,35.0,36.0,36.0,36.0,36.0,35.0,,,33.0,33.0,32.0,32.0,32.0,32.0,33.0,32.0,32.0,32.0,33.0,30.0,30.0,30.0,30.0,31.0,30.0,29.0,28.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,30.0,30.0,30.0,29.0,29.0,31.0,28.0,29.0,30.0,29.0,30.0
394735,KANSAS CITY,MO,32.0,29.0,29.0,31.0,32.0,32.0,31.0,31.0,29.0,30.0,35.0,35.0,37.0,36.0,36.0,36.0,38.0,38.0,37.0,36.0,36.0,36.0,36.0,37.0,38.0,36.0,36.0,38.0,40.0,39.0,38.0,39.0,39.0,38.0,38.0,38.0,39.0,34.0,36.0,35.0,36.0,37.0,36.0,36.0,36.0,35.0,35.0,35.0,36.0,33.0,32.0,32.0,34.0,35.0,34.0,33.0,34.0,33.0,33.0,33.0,34.0,32.0,31.0,32.0,33.0,34.0,33.0,33.0,33.0,32.0,32.0,31.0,33.0,32.0,31.0,32.0,33.0,34.0
394492,COLUMBUS,OH,40.0,33.0,35.0,36.0,37.0,38.0,37.0,36.0,37.0,37.0,36.0,37.0,38.0,36.0,36.0,36.0,37.0,37.0,36.0,37.0,37.0,37.0,36.0,38.0,39.0,36.0,36.0,38.0,37.0,38.0,36.0,37.0,37.0,37.0,36.0,36.0,36.0,33.0,33.0,33.0,32.0,32.0,32.0,33.0,33.0,32.0,32.0,33.0,34.0,31.0,30.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,32.0,30.0,30.0,30.0,29.0,30.0,30.0,29.0,30.0,29.0,29.0,30.0,32.0,29.0,28.0,30.0,29.0,30.0
394705,INDIANAPOLIS,IN,31.0,29.0,28.0,29.0,36.0,37.0,36.0,35.0,36.0,35.0,34.0,34.0,36.0,35.0,34.0,35.0,36.0,36.0,36.0,35.0,35.0,35.0,35.0,35.0,37.0,34.0,35.0,37.0,37.0,37.0,37.0,38.0,38.0,37.0,37.0,36.0,36.0,34.0,35.0,35.0,34.0,35.0,35.0,35.0,35.0,34.0,35.0,34.0,35.0,33.0,31.0,31.0,32.0,32.0,32.0,32.0,33.0,32.0,32.0,31.0,33.0,31.0,31.0,32.0,32.0,33.0,33.0,32.0,32.0,32.0,31.0,31.0,33.0,31.0,30.0,32.0,32.0,33.0
394475,CLEVELAND,OH,27.0,25.0,25.0,26.0,27.0,28.0,27.0,26.0,26.0,26.0,26.0,25.0,27.0,24.0,25.0,26.0,27.0,28.0,27.0,27.0,25.0,26.0,25.0,25.0,29.0,29.0,31.0,,34.0,34.0,33.0,34.0,33.0,36.0,37.0,37.0,29.0,33.0,39.0,40.0,41.0,41.0,40.0,40.0,39.0,39.0,38.0,38.0,39.0,37.0,36.0,35.0,36.0,37.0,37.0,36.0,36.0,36.0,34.0,34.0,36.0,34.0,34.0,35.0,35.0,36.0,35.0,35.0,35.0,34.0,33.0,34.0,35.0,33.0,32.0,34.0,35.0,35.0
395059,SAN JOSE,CA,32.0,26.0,25.0,24.0,27.0,28.0,29.0,28.0,28.0,28.0,29.0,30.0,32.0,28.0,27.0,28.0,29.0,29.0,31.0,30.0,32.0,31.0,31.0,32.0,34.0,28.0,30.0,34.0,34.0,33.0,31.0,33.0,34.0,34.0,33.0,35.0,24.0,29.0,33.0,33.0,33.0,32.0,32.0,33.0,32.0,32.0,33.0,20.0,30.0,33.0,30.0,29.0,29.0,28.0,30.0,28.0,29.0,30.0,28.0,32.0,31.0,29.0,29.0,29.0,19.0,22.0,25.0,24.0,25.0,25.0,25.0,26.0,29.0,25.0,23.0,24.0,23.0,25.0
394902,NASHVILLE,TN,41.0,34.0,36.0,36.0,38.0,38.0,35.0,36.0,37.0,38.0,36.0,36.0,37.0,39.0,36.0,36.0,40.0,36.0,29.0,26.0,34.0,27.0,32.0,30.0,30.0,32.0,28.0,29.0,29.0,31.0,30.0,30.0,25.0,27.0,28.0,29.0,11.0,,34.0,35.0,34.0,34.0,33.0,33.0,33.0,33.0,33.0,34.0,37.0,32.0,30.0,30.0,31.0,31.0,32.0,31.0,32.0,32.0,32.0,31.0,33.0,31.0,31.0,33.0,32.0,34.0,34.0,33.0,33.0,33.0,32.0,32.0,35.0,32.0,31.0,32.0,33.0,33.0
395194,VIRGINIA BEACH,VA,31.0,25.0,26.0,26.0,28.0,30.0,30.0,33.0,28.0,28.0,28.0,26.0,28.0,27.0,26.0,29.0,30.0,30.0,27.0,27.0,28.0,27.0,33.0,47.0,55.0,35.0,40.0,42.0,46.0,40.0,40.0,44.0,25.0,31.0,34.0,34.0,31.0,32.0,34.0,19.0,26.0,30.0,29.0,27.0,28.0,27.0,27.0,27.0,29.0,26.0,26.0,26.0,27.0,27.0,26.0,25.0,26.0,25.0,25.0,23.0,26.0,24.0,24.0,25.0,25.0,26.0,26.0,24.0,24.0,24.0,24.0,25.0,25.0,23.0,24.0,24.0,25.0,25.0
395005,PROVIDENCE,RI,44.0,45.0,43.0,41.0,42.0,42.0,43.0,44.0,37.0,39.0,41.0,40.0,42.0,41.0,39.0,38.0,41.0,41.0,42.0,43.0,40.0,41.0,40.0,41.0,44.0,38.0,39.0,42.0,43.0,46.0,43.0,44.0,45.0,46.0,45.0,46.0,39.0,41.0,46.0,49.0,48.0,37.0,45.0,48.0,48.0,46.0,46.0,46.0,49.0,46.0,43.0,42.0,43.0,42.0,44.0,43.0,43.0,43.0,43.0,43.0,45.0,41.0,40.0,42.0,42.0,43.0,43.0,42.0,41.0,41.0,41.0,41.0,45.0,38.0,39.0,40.0,40.0,41.0
394714,JACKSONVILLE,FL,29.0,26.0,26.0,26.0,28.0,28.0,27.0,26.0,26.0,26.0,27.0,25.0,28.0,25.0,25.0,26.0,27.0,32.0,34.0,33.0,35.0,34.0,34.0,33.0,36.0,33.0,34.0,36.0,36.0,36.0,37.0,38.0,37.0,39.0,39.0,39.0,37.0,35.0,36.0,37.0,37.0,37.0,38.0,36.0,36.0,36.0,36.0,36.0,38.0,34.0,33.0,35.0,34.0,35.0,34.0,34.0,34.0,33.0,,25.0,26.0,25.0,25.0,26.0,27.0,27.0,26.0,25.0,26.0,25.0,25.0,26.0,31.0,28.0,30.0,30.0,29.0,29.0
394862,MILWAUKEE,WI,,,,,,,,,,,,,,,,22.0,18.0,25.0,25.0,27.0,25.0,27.0,23.0,22.0,26.0,24.0,24.0,26.0,28.0,30.0,24.0,25.0,27.0,28.0,27.0,28.0,27.0,24.0,28.0,29.0,23.0,16.0,25.0,24.0,24.0,24.0,22.0,24.0,25.0,23.0,23.0,26.0,25.0,26.0,25.0,23.0,23.0,23.0,24.0,22.0,26.0,23.0,22.0,26.0,26.0,27.0,25.0,27.0,25.0,24.0,26.0,24.0,27.0,25.0,25.0,26.0,24.0,26.0
